zip_code,customer_id,account_id,tenure_months,num_referrals,has_internet_service,internet_type,has_unlimited_data,has_phone_service,has_multiple_lines,has_premium_tech_support,has_online_security,has_online_backup,has_device_protection,contract_type,paperless_billing,payment_method,avg_long_distance_fee_monthly,total_long_distance_fee,avg_gb_download_monthly,stream_tv,stream_movie,stream_music,total_monthly_fee,total_charges_quarter,total_refunds,status,churn_label,churn_category,churn_reason,gender,age,senior_citizen,married,num_dependents,area_id,city,latitutde,longitude,population
95420,2833-SLKDQ,GCMX-VVIEP,1,0,Yes,Cable,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,48.03,48.03,73,No,No,Yes,45.05,45.05,0.0,Churned,Yes,Competitor,Competitor had better devices,Male,23,No,No,0,1231,Caspar,39.361283,-123.784599,333
91602,1053-MXTTK,GCRB-JUZOL,72,1,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,14.46,1041.12,29,Yes,Yes,Yes,108.65,7726.35,0.0,Stayed,No,,,Female,63,No,Yes,1,235,North Hollywood,34.15136,-118.364786,16996
90007,1228-FZFRV,GCYC-PHXTN,50,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,No,Credit Card,20.88,1044.0,13,Yes,Yes,Yes,105.95,5341.8,0.0,Churned,Yes,Price,Extra data charges,Male,37,No,Yes,0,7,Los Angeles,34.027337,-118.28515,45025
91411,3494-JCHRQ,GDKR-MCHZB,1,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,27.89,27.89,20,No,No,No,70.05,70.05,0.0,Churned,Yes,Attitude,Attitude of support person,Male,38,No,No,0,226,Van Nuys,34.17847,-118.459472,23646
93662,3643-AHCFP,GEAC-HLVFN,7,1,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,21.91,153.37,11,Yes,Yes,No,95.6,644.35,0.0,Churned,Yes,Competitor,Competitor made better offer,Male,74,Yes,Yes,0,812,Selma,36.545322,-119.642281,26213
92129,1589-AGTLK,GEEF-WIEVM,3,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,36.48,109.44,59,No,No,No,45.35,141.5,0.0,Churned,Yes,Other,Don't know,Male,26,No,No,0,376,San Diego,32.961064,-117.134917,47224
95050,1179-INLAT,GEER-JDVFM,3,0,No,None,No,Yes,No,No,No,No,No,One Year,Yes,Credit Card,2.78,8.34,0,No,No,No,19.45,69.25,0.0,Joined,No,,,Male,33,No,No,0,1082,Santa Clara,37.351214,-121.952417,36349
94541,2167-FQSTQ,GEOJ-MAJGL,72,8,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,37.45,2696.4,48,Yes,Yes,Yes,92.4,6786.1,0.0,Stayed,No,,,Female,20,No,Yes,0,951,Hayward,37.674002,-122.076796,60274
91963,4274-DRSQT,GEQQ-QWXEX,66,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,One Year,Yes,Bank Withdrawal,31.93,2107.38,15,Yes,No,No,88.9,6000.1,0.0,Stayed,No,,,Female,33,No,No,0,308,Potrero,32.619465,-116.593605,905
95832,3996-ZNWYK,GFBT-KKWZA,71,5,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,32.12,2280.52,0,No,No,No,19.8,1388.45,0.0,Stayed,No,,,Male,77,Yes,Yes,1,1444,Sacramento,38.445939,-121.496855,9063
90007,4086-WITJG,GFDA-IILUI,71,8,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,14.86,1055.06,0,No,No,No,19.7,1301.1,0.0,Stayed,No,,,Male,53,No,Yes,1,7,Los Angeles,34.027337,-118.28515,45025
90048,0897-FEGMU,GFGS-ZEMBK,11,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,31.08,341.88,26,Yes,Yes,Yes,99.5,1056.95,0.0,Churned,Yes,Dissatisfaction,Network reliability,Female,43,No,Yes,0,45,Los Angeles,34.072945,-118.37267,21739
91364,2480-SQIOB,GFZB-VAWZG,4,1,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,25.9,103.6,19,No,No,No,44.8,169.65,0.0,Stayed,No,,,Male,40,No,Yes,2,217,Woodland Hills,34.153733,-118.593408,25988
95230,4360-QRAVE,GFZO-WBIXA,37,0,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Two Year,No,Bank Withdrawal,0.0,0.0,29,No,No,No,36.65,1315.0,0.0,Stayed,No,,,Male,75,Yes,No,0,1141,Farmington,37.956963,-120.863055,596
91605,1301-LOPVR,GGEI-KJYOA,29,6,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,0.0,0.0,57,No,Yes,Yes,55.35,1636.95,0.0,Stayed,No,,,Male,62,No,Yes,3,237,North Hollywood,34.207295,-118.400022,57146
96031,0899-LIIBW,GGGM-AUWRW,34,8,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,33.55,1140.7,41,Yes,Yes,Yes,100.85,3527.3,0.0,Stayed,No,,,Male,21,No,Yes,0,1543,Forks Of Salmon,41.232128,-123.194748,170
95450,3181-MIZBN,GGLN-AGNNO,16,2,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,31.99,511.84,0,No,No,No,19.75,313.4,0.0,Stayed,No,,,Male,40,No,Yes,1,1254,Jenner,38.505995,-123.187019,438
90063,0052-DCKON,GGNP-KVFOQ,66,9,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,43.77,2888.82,41,Yes,Yes,Yes,115.8,7942.15,0.0,Stayed,No,,,Male,28,No,Yes,0,53,Los Angeles,34.044271,-118.185237,55668
95683,5176-OLSKT,GGPN-LJHGI,66,5,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,44.4,2930.4,11,No,No,No,66.9,4370.25,0.0,Stayed,No,,,Female,49,No,Yes,0,1392,Sloughhouse,38.470423,-121.114897,4731
92804,2482-CZGBB,GGRT-GWHID,10,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,27.28,272.8,27,No,No,No,70.0,740.0,0.0,Churned,Yes,Competitor,Competitor had better devices,Male,41,No,No,0,573,Anaheim,33.818,-117.974404,81333
95626,3393-FMZPV,GGRU-ZEREW,25,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,36.24,906.0,3,Yes,Yes,Yes,100.25,2387.75,0.0,Churned,Yes,Price,Extra data charges,Female,59,No,No,0,1347,Elverta,38.734997,-121.463719,6197
92610,1297-VQDRP,GGVS-BUEWS,68,0,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,32.11,2183.48,12,Yes,Yes,No,107.15,7379.8,0.0,Stayed,No,,,Male,80,Yes,Yes,1,527,Foothill Ranch,33.698728,-117.67768,10936
94305,4198-VFOEA,GGWV-YOAIQ,12,0,Yes,DSL,Yes,No,No,Yes,Yes,No,No,One Year,Yes,Mailed Check,0.0,0.0,19,No,No,No,33.6,435.45,0.0,Stayed,No,,,Female,58,No,No,0,919,Stanford,37.424342,-122.165641,13386
90504,0486-HECZI,GGXB-FLRNY,55,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,49.06,2698.3,27,Yes,No,No,96.75,5238.9,0.0,Churned,Yes,Price,Long distance charges,Male,37,No,Yes,1,110,Torrance,33.867257,-118.330794,31678
95417,1385-TQOZW,GHBL-ULPFV,9,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.99,413.91,0,No,No,No,20.45,147.55,0.0,Stayed,No,,,Female,32,No,No,0,1230,Branscomb,39.710591,-123.682799,176
95037,0815-MFZGM,GHEH-HRWOD,42,9,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,1.31,55.02,17,Yes,Yes,Yes,99.0,4135.0,0.0,Stayed,No,,,Female,54,No,Yes,0,1076,Morgan Hill,37.161544,-121.649371,41707
94941,3486-NPGST,GHEU-JTPOI,36,0,No,None,No,Yes,No,No,No,No,No,One Year,No,Credit Card,41.33,1487.88,0,No,No,No,19.55,620.75,0.0,Stayed,No,,,Female,47,No,No,0,1040,Mill Valley,37.901371,-122.572024,28727
92014,3569-JFODW,GHIX-NWTEN,72,2,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,45.66,3287.52,47,Yes,Yes,Yes,90.95,6652.45,0.0,Stayed,No,,,Female,20,No,Yes,1,317,Del Mar,32.948262,-117.256086,13945
95325,0541-FITGH,GHNP-IDKQB,2,6,Yes,Cable,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Mailed Check,48.39,96.78,24,No,Yes,Yes,62.15,113.1,0.0,Joined,No,,,Female,59,No,Yes,0,1178,Hornitos,37.479926,-120.230424,128
95546,0325-XBFAC,GHOE-KQFPN,8,0,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,19.49,155.92,10,Yes,Yes,Yes,94.7,740.3,0.0,Churned,Yes,Competitor,Competitor offered more data,Male,44,No,No,0,1301,Hoopa,41.163637,-123.704841,3041
95338,2013-SGDXK,GHSK-UNETY,1,0,Yes,Fiber Optic,No,Yes,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,1.63,1.63,59,Yes,No,No,84.3,84.3,0.0,Churned,Yes,Competitor,Competitor offered more data,Female,27,No,No,0,1189,Mariposa,37.526791,-119.99437,10226
96040,2302-ANTDP,GHSQ-RKLGS,48,9,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,43.04,2065.92,5,Yes,Yes,No,117.45,5438.9,0.0,Churned,Yes,Competitor,Competitor offered more data,Female,76,Yes,Yes,0,1550,Hat Creek,40.789799,-121.474529,397
95403,2668-TZSPS,GIEB-TOQUH,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Mailed Check,39.61,39.61,0,No,No,No,20.45,20.45,0.0,Joined,No,,,Male,32,No,No,0,1222,Santa Rosa,38.488431,-122.752839,40270
93001,1755-FZQEC,GINW-WJQMS,39,0,No,None,No,Yes,No,No,No,No,No,One Year,No,Credit Card,48.02,1872.78,0,No,No,No,19.9,791.15,20.17,Stayed,No,,,Male,26,No,No,0,604,Ventura,34.360261,-119.306383,32899
92122,0623-IIHUG,GIXZ-AWFIH,21,0,Yes,Cable,Yes,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,8,Yes,No,No,41.9,840.1,0.0,Churned,Yes,Competitor,Competitor made better offer,Female,77,Yes,No,0,370,San Diego,32.85723,-117.209774,34902
91602,0621-JFHOL,GJFL-ICJFY,10,0,Yes,Cable,Yes,No,No,Yes,No,No,No,Two Year,Yes,Mailed Check,0.0,0.0,29,No,No,No,29.6,299.05,0.0,Stayed,No,,,Female,41,No,No,0,235,North Hollywood,34.15136,-118.364786,16996
95320,5010-IPEAQ,GJIW-OULQZ,67,2,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,0.0,0.0,51,Yes,No,No,54.2,3623.95,0.0,Stayed,No,,,Female,29,No,Yes,2,1173,Escalon,37.818543,-121.006907,11474
95363,4377-VDHYI,GJPW-KRIBF,32,6,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,36.65,1172.8,69,No,Yes,Yes,90.8,3023.85,0.0,Stayed,No,,,Male,29,No,Yes,3,1203,Patterson,37.410236,-121.320337,15536
94949,0376-YMCJC,GJRN-EGNXG,23,0,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,38.69,889.87,69,Yes,No,Yes,90.6,1943.2,4.73,Churned,Yes,Competitor,Competitor offered higher download speeds,Male,21,No,No,0,1044,Novato,38.067204,-122.524004,13361
93630,4583-PARNH,GJTA-XQAGB,16,1,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,15.44,247.04,20,No,Yes,Yes,91.55,1540.05,0.0,Stayed,No,,,Male,66,Yes,Yes,0,791,Kerman,36.727418,-120.123526,14062
96054,3439-GVUSX,GJUR-PCPCK,1,0,Yes,DSL,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,0.0,0.0,29,No,No,No,24.4,24.4,0.0,Joined,No,,,Male,45,No,No,0,1558,Lookout,41.280478,-121.160249,386
95662,0471-LVHGK,GJVQ-ANYZA,41,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,15.91,652.31,29,Yes,Yes,Yes,73.0,3001.2,0.0,Churned,Yes,Competitor,Competitor offered higher download speeds,Male,34,No,Yes,0,1375,Orangevale,38.689174,-121.218435,32040
93437,5229-PRWKT,GJZB-UUYIA,8,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,24.76,198.08,2,No,Yes,Yes,86.55,649.65,0.0,Churned,Yes,Attitude,Attitude of service provider,Male,47,No,No,0,714,Lompoc,34.757477,-120.550507,6165
92064,2242-MFOTG,GJZM-MVNJO,33,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,One Year,No,Bank Withdrawal,25.71,848.43,48,No,No,No,80.1,2603.3,0.0,Stayed,No,,,Male,29,No,No,0,336,Poway,32.984395,-117.013454,47969
95247,0623-EJQEG,GKNI-LFHIE,65,0,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,One Year,No,Bank Withdrawal,2.72,176.8,16,No,Yes,Yes,93.55,6069.25,0.0,Stayed,No,,,Male,50,No,No,0,1151,Murphys,38.147852,-120.440124,4353
92241,4872-JCVCA,GLBA-JWWID,71,1,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.0,0.0,16,No,No,No,47.6,3377.8,0.0,Stayed,No,,,Female,44,No,Yes,0,397,Desert Hot Springs,33.832799,-116.250973,5529
92374,1304-BCCFO,GLJX-AMCPE,9,2,Yes,Cable,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,14.91,134.19,82,Yes,Yes,Yes,70.05,564.4,0.0,Stayed,No,,,Male,24,No,Yes,0,467,Redlands,34.064073,-117.166158,36675
93256,3729-OWRVL,GLQW-ENDGW,65,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,44.23,2874.95,27,Yes,Yes,No,110.35,7246.15,0.0,Stayed,No,,,Male,80,Yes,No,0,667,Pixley,35.957019,-119.330928,4198
96052,5233-GEEAX,GLSU-PIRTZ,8,0,Yes,DSL,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,4,No,No,No,29.4,221.9,0.0,Churned,Yes,Competitor,Competitor had better devices,Male,65,Yes,No,0,1557,Lewiston,40.704293,-122.803899,1845
91754,1950-KSVVJ,GLVI-ZVTIU,45,1,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,33.54,1509.3,4,Yes,Yes,Yes,113.3,5032.25,0.0,Stayed,No,,,Female,57,No,Yes,0,263,Monterey Park,34.050322,-118.147037,33280
96008,4393-OBCRR,GLWH-IIROE,3,0,No,None,No,Yes,No,No,No,No,No,One Year,No,Mailed Check,1.47,4.41,0,No,No,No,20.25,71.2,0.0,Joined,No,,,Female,60,No,No,0,1524,Bella Vista,40.722733,-122.109666,899
91201,3402-XRIUO,GLYJ-HFKVB,22,5,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,17.22,378.84,25,No,No,No,63.55,1381.8,0.0,Stayed,No,,,Female,73,Yes,Yes,0,179,Glendale,34.17051,-118.289463,23981
92121,1062-LHZOD,GMEB-ZTUWT,1,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,4.99,4.99,28,No,No,No,69.9,69.9,0.0,Churned,Yes,Competitor,Competitor made better offer,Male,49,No,Yes,0,369,San Diego,32.898613,-117.202937,4258
94930,0595-ITUDF,GMEU-JUEJF,64,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,34.58,2213.12,27,No,No,No,91.8,5960.5,0.0,Stayed,No,,,Male,21,No,Yes,1,1033,Fairfax,37.971751,-122.611873,8486
91351,4707-MAXGU,GMHZ-AKGBJ,72,1,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,36.03,2594.16,0,No,No,No,25.85,1872.2,5.73,Stayed,No,,,Male,36,No,Yes,0,209,Canyon Country,34.422519,-118.420717,59259
90280,1360-JYXKQ,GMJQ-NYZGU,54,1,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,22.05,1190.7,17,Yes,Yes,Yes,99.1,5437.1,0.0,Stayed,No,,,Female,68,Yes,Yes,0,92,South Gate,33.944624,-118.192615,96267
93543,2325-WINES,GMLI-WKZOA,32,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,One Year,Yes,Credit Card,14.21,454.72,28,Yes,Yes,Yes,104.05,3416.85,0.0,Stayed,No,,,Female,44,No,No,0,754,Littlerock,34.505273,-117.955054,11198
95327,2830-LEWOA,GMWZ-KGCCS,61,3,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,One Year,No,Credit Card,43.08,2627.88,19,Yes,Yes,Yes,103.9,6449.15,0.0,Stayed,No,,,Male,37,No,Yes,1,1180,Jamestown,37.84771,-120.486589,9559
90805,1679-JRFBR,GNCS-LPOVT,70,4,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,5.77,403.9,48,Yes,Yes,Yes,108.15,7930.55,0.0,Stayed,No,,,Female,27,No,Yes,0,152,Long Beach,33.864622,-118.179626,91664
95666,1936-UAFEH,GNEV-RNRVE,68,0,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,48.82,3319.76,17,Yes,Yes,Yes,110.25,7279.35,0.0,Stayed,No,,,Female,43,No,No,0,1379,Pioneer,38.546999,-120.271114,5501
95627,5022-JNQEQ,GNFF-VWWFF,9,10,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,8.1,72.9,20,No,No,No,75.85,647.5,0.0,Stayed,No,,,Female,39,No,Yes,1,1348,Esparto,38.834469,-122.127193,2756
96123,3389-KTRXV,GNIO-WRPBP,23,0,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,7.11,163.53,0,No,No,No,23.85,625.65,0.0,Stayed,No,,,Female,61,No,Yes,3,1608,Ravendale,40.845738,-120.322219,61
91403,2332-EFBJY,GNJU-ULCRS,16,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,5.74,91.84,0,No,No,No,19.7,342.4,0.0,Churned,Yes,Price,Long distance charges,Male,35,No,No,0,223,Sherman Oaks,34.147149,-118.463365,22085
95585,0536-BGFMZ,GNRC-WMTLI,28,3,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,42.33,1185.24,0,No,No,No,20.5,563.05,0.0,Stayed,No,,,Female,27,No,Yes,0,1325,Leggett,39.873371,-123.741474,321
92327,4415-WNGVR,GNUF-ZDLQS,12,3,Yes,DSL,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,37.15,445.8,13,Yes,Yes,Yes,79.2,943.85,0.0,Stayed,No,,,Female,73,Yes,Yes,0,442,Daggett,34.875144,-116.821698,678
93552,3160-TYXLT,GNUU-YUYOW,53,0,Yes,DSL,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,24,No,Yes,Yes,46.3,2546.85,0.0,Stayed,No,,,Male,37,No,No,0,760,Palmdale,34.557711,-118.029441,25370
90023,0697-ZMSWS,GOFU-RJDUL,4,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,6.91,27.64,53,No,Yes,Yes,85.65,338.9,0.0,Churned,Yes,Dissatisfaction,Limited range of services,Male,19,No,No,0,21,Los Angeles,34.017697,-118.200577,47487
92860,0719-SYFRB,GOHW-ZVIPI,12,0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,36.24,434.88,30,No,No,No,61.65,713.75,0.0,Churned,Yes,Competitor,Competitor offered higher download speeds,Female,52,No,No,0,589,Norco,33.925833,-117.559639,22443
95947,0481-SUMCB,GOOW-SKUXF,45,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,34.12,1535.4,15,Yes,Yes,No,102.15,4735.35,0.0,Stayed,No,,,Female,74,Yes,No,0,1483,Greenville,40.160386,-120.835428,2064
94041,4826-DXMUP,GOQH-SHFRD,35,0,Yes,DSL,Yes,Yes,No,Yes,No,No,No,One Year,Yes,Credit Card,10.11,353.85,73,Yes,Yes,Yes,72.1,2495.15,0.0,Stayed,No,,,Male,23,No,No,2,875,Mountain View,37.388349,-122.075299,13483
95830,1043-UXOVO,GORV-OEZVF,71,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,28.4,2016.4,76,Yes,Yes,Yes,113.15,7993.3,0.0,Stayed,No,,,Female,25,No,No,0,1442,Sacramento,38.490508,-121.284171,592
95401,0495-RVCBF,GOZR-QGNIA,1,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,33.88,33.88,26,No,Yes,Yes,79.7,79.7,0.0,Churned,Yes,Other,Poor expertise of online support,Female,39,No,No,0,1221,Santa Rosa,38.460517,-122.790335,36125
95230,0082-OQIQY,GPAX-ILXLY,29,0,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,2.05,59.45,17,Yes,Yes,Yes,94.2,2607.6,0.0,Stayed,No,,,Male,50,No,No,0,1141,Farmington,37.956963,-120.863055,596
95650,3791-LGQCY,GPBY-TMVHW,56,1,Yes,Cable,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,33.81,1893.36,29,Yes,Yes,No,100.65,5688.05,0.0,Churned,Yes,Attitude,Attitude of support person,Female,68,Yes,Yes,0,1367,Loomis,38.809175,-121.171375,11191
96037,2754-VDLTR,GPFH-MUYXC,10,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,35.63,356.3,18,Yes,Yes,Yes,95.2,930.4,0.0,Churned,Yes,Competitor,Competitor offered more data,Male,54,No,No,0,1547,Greenview,41.528541,-122.955018,295
95250,0871-URUWO,GPKI-CNKYH,13,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,30.55,397.15,28,Yes,Yes,Yes,102.25,1359.0,0.0,Churned,Yes,Competitor,Competitor had better devices,Male,36,No,Yes,0,1153,Sheep Ranch,38.244806,-120.417301,88
92618,3689-MOZGR,GPOT-CBMOV,29,0,Yes,Cable,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,59,No,No,No,31.2,926.2,0.0,Stayed,No,,,Female,30,No,No,0,530,Irvine,33.667145,-117.732135,6301
96120,3533-UVMOM,GPRE-BAKYG,68,4,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,11.94,811.92,3,No,Yes,Yes,70.95,4741.45,0.0,Stayed,No,,,Male,56,No,Yes,0,1605,Markleeville,38.735789,-119.85798,957
93960,1573-LGXBA,GQDA-BMBDR,57,1,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,One Year,Yes,Credit Card,4.18,238.26,73,Yes,Yes,Yes,97.55,5598.0,0.0,Stayed,No,,,Male,26,No,Yes,3,856,Soledad,36.414216,-121.360597,13003
95468,1897-RCFUM,GQIB-SLPGQ,39,1,No,None,No,Yes,Yes,No,No,No,No,One Year,Yes,Credit Card,5.88,229.32,0,No,No,No,24.2,914.6,0.0,Stayed,No,,,Female,31,No,Yes,2,1270,Point Arena,38.911299,-123.609588,1352
92338,4615-PIVVU,GQOJ-RIWSY,42,0,Yes,Cable,Yes,Yes,No,Yes,No,No,Yes,Two Year,No,Credit Card,34.76,1459.92,20,No,Yes,Yes,66.5,2762.75,0.0,Stayed,No,,,Female,33,No,No,0,449,Ludlow,34.702766,-116.093376,23
92028,3096-JRDSO,GQQP-QAUMR,27,5,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,10.19,275.13,27,Yes,Yes,No,104.3,2867.75,0.0,Churned,Yes,Competitor,Competitor made better offer,Female,73,Yes,Yes,0,325,Fallbrook,33.362575,-117.299644,42239
92332,5168-MSWXT,GRAJ-KUPGE,8,4,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,22.14,177.12,82,Yes,Yes,Yes,94.75,759.55,0.0,Stayed,No,,,Male,26,No,Yes,3,444,Essex,34.9436,-115.287901,115
92399,5168-MQQCA,GREO-VZFFB,72,2,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,38.44,2767.68,16,Yes,Yes,Yes,108.5,8003.8,0.0,Stayed,No,,,Female,50,No,Yes,0,477,Yucaipa,34.04597,-117.011825,41575
90002,4486-EFAEB,GRKW-FDVNJ,13,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,46.92,609.96,0,No,No,No,20.4,251.65,0.0,Stayed,No,,,Male,56,No,No,0,2,Los Angeles,33.949255,-118.246978,44586
91706,1568-BEKZM,GRUN-VEMNX,70,7,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,12.07,844.9,17,Yes,Yes,Yes,90.05,6333.4,0.0,Stayed,No,,,Male,65,Yes,Yes,0,242,Baldwin Park,34.098275,-117.967399,76890
92571,4912-PIGUY,GRZH-BPBDT,1,0,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,7.34,7.34,11,Yes,No,No,84.6,84.6,0.0,Joined,No,,,Female,44,No,No,0,512,Perris,33.828289,-117.201666,26357
93030,4929-BSTRX,GSBR-JYYVH,1,0,Yes,Cable,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,1.59,1.59,14,Yes,No,No,53.55,53.55,0.0,Churned,Yes,Price,Lack of affordable download/upload speed,Female,61,No,No,0,614,Oxnard,34.223244,-119.18012,79736
